kitchen,مطبخ,مەتبەخ,Cold Appetizers,المقبلات البارده,موقەبیلاتی سار,Mixed,موقبلات مشكلة,تێکەڵ,7000
kitchen,مطبخ,مەتبەخ,Hot Appetizers,المقبلات الساخنة,موقەبیلاتی گەرم,Hummus with meat,حمص بالحمة,حوموس بە گۆشت,6000
kitchen,مطبخ,مەتبەخ,Hot Appetizers,المقبلات الساخنة,موقەبیلاتی گەرم,Traboulsi kofte,كبة طرابلسیة,کوبەی ترابلوسی,7000
kitchen,مطبخ,مەتبەخ,Hot Appetizers,المقبلات الساخنة,موقەبیلاتی گەرم,Cheese Bourekas,برك جبنة,بورەکی پەنیر,5000
kitchen,مطبخ,مەتبەخ,Hot Appetizers,المقبلات الساخنة,موقەبیلاتی گەرم,French fries,بطاطا مقلیة,پەتاتەی سورکراوە,4000
kitchen,مطبخ,مەتبەخ,Hot Appetizers,المقبلات الساخنة,موقەبیلاتی گەرم,Potato wedges,بطاطا و دجز,پەتاتەی سورکراوە (بە توێکل),5000
kitchen,مطبخ,مەتبەخ,Hot Appetizers,المقبلات الساخنة,موقەبیلاتی گەرم,Fried sliced potato,بطاطا مطفایة,پەتاتەی سورکراوە(تەسک),5000
kitchen,مطبخ,مەتبەخ,Hot Appetizers,المقبلات الساخنة,موقەبیلاتی گەرم,Fried chicken wings,جوانح بانیة,باڵی مریشکی سورکراوە,6000
kitchen,مطبخ,مەتبەخ,Hot Appetizers,المقبلات الساخنة,موقەبیلاتی گەرم,Fried kofte,كبة صاجیة,کوبەی سورکراوە,7000
kitchen,مطبخ,مەتبەخ,Hot Appetizers,المقبلات الساخنة,موقەبیلاتی گەرم,Mufarakah (Mushroom-Meat),مفركة فطر بالحمة,موفەرەکە(گۆشت٠کوارگ),8000
kitchen,مطبخ,مەتبەخ,Hot Appetizers,المقبلات الساخنة,موقەبیلاتی گەرم,Grilled Halloumi (Cheese),حلوم مشاوي,حەلومی برژاو,6000
kitchen,مطبخ,مەتبەخ,Pizza,بیتزا,پیتزا,Mixed,مشکل,تێکەل,10000
kitchen,مطبخ,مەتبەخ,Pizza,بیتزا,پیتزا,Beef,لحم,گۆشت,10000
kitchen,مطبخ,مەتبەخ,Pizza,بیتزا,پیتزا,Chicken,دجاج,مریشک,8000
kitchen,مطبخ,مەتبەخ,Pizza,بیتزا,پیتزا,Four seasons,الفصول,چوار وەرز,8000
kitchen,مطبخ,مەتبەخ,Pizza,بیتزا,پیتزا,Tuna,تونا,تونا,8000
